		
	Sequence	                          Cost	  Path	                                       Hops		
 CA-> IP-> NC-> WC-> EL-> ST-> NNP 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> IP-> NC-> WC-> EL-> NNP-> ST 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> IP-> NC-> EL-> WC-> ST-> NNP 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> IP-> NC-> EL-> WC-> NNP-> ST 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> IP-> NC-> EL-> ST-> NNP-> WC 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> IP-> WC-> EL-> ST-> NNP-> NC 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> IP-> EL-> WC-> ST-> NNP-> NC 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> NC-> IP-> WC-> EL-> ST-> NNP 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> NC-> IP-> WC-> EL-> NNP-> ST 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> NC-> IP-> EL-> WC-> ST-> NNP 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> NC-> IP-> EL-> WC-> NNP-> ST 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> NC-> IP-> EL-> ST-> NNP-> WC 	10.98	 CA-> NC-> IP-> NC-> WC-> EL-> WC-> ST-> NNP 	9					
 CA-> EL-> IP-> NC-> WC-> ST-> NNP 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> IP-> NC-> WC-> NNP-> ST 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> IP-> NC-> ST-> NNP-> WC 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> IP-> WC-> ST-> NNP-> NC 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> NC-> IP-> WC-> ST-> NNP 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> NC-> IP-> WC-> NNP-> ST 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> NC-> IP-> ST-> NNP-> WC 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> WC-> IP-> NC-> ST-> NNP 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> WC-> IP-> NC-> NNP-> ST 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> WC-> IP-> ST-> NNP-> NC 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> WC-> NC-> IP-> ST-> NNP 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> EL-> WC-> NC-> IP-> NNP-> ST 	10.98	 CA-> EL-> WC-> NC-> IP-> NC-> WC-> ST-> NNP 	9					
 CA-> ST-> NNP-> WC-> EL-> IP-> NC 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> ST-> NNP-> WC-> EL-> NC-> IP 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> ST-> NNP-> EL-> NC-> IP-> WC 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> ST-> NNP-> EL-> WC-> IP-> NC 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> ST-> NNP-> EL-> WC-> NC-> IP 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> NNP-> WC-> EL-> NC-> IP-> ST 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> NNP-> ST-> WC-> EL-> IP-> NC 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> NNP-> ST-> WC-> EL-> NC-> IP 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> NNP-> ST-> EL-> NC-> IP-> WC 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> NNP-> ST-> EL-> WC-> IP-> NC 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> NNP-> ST-> EL-> WC-> NC-> IP 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> NNP-> EL-> WC-> NC-> IP-> ST 	12.13	 CA-> ST-> NNP-> ST-> WC-> EL-> WC-> NC-> IP 	9					
 CA-> EL-> WC-> ST-> NNP-> IP-> NC 	12.13	 CA-> EL-> WC-> ST-> NNP-> ST-> WC-> NC-> IP 	9					
 CA-> EL-> WC-> ST-> NNP-> NC-> IP 	12.13	 CA-> EL-> WC-> ST-> NNP-> ST-> WC-> NC-> IP 	9					
 CA-> EL-> WC-> NNP-> NC-> IP-> ST 	12.13	 CA-> EL-> WC-> ST-> NNP-> ST-> WC-> NC-> IP 	9					
 CA-> EL-> WC-> NNP-> ST-> IP-> NC 	12.13	 CA-> EL-> WC-> ST-> NNP-> ST-> WC-> NC-> IP 	9					
 CA-> EL-> WC-> NNP-> ST-> NC-> IP 	12.13	 CA-> EL-> WC-> ST-> NNP-> ST-> WC-> NC-> IP 	9					
 CA-> EL-> ST-> NNP-> NC-> IP-> WC 	12.13	 CA-> EL-> WC-> ST-> NNP-> ST-> WC-> NC-> IP 	9					
